long,long,long,long,long,long,flags,flags,flags,flags,flags,flags,flags,flags,flags,long,long,long,long,long,long,long,flags,long,flags,long,long,long,long,long,long,long,long,long,long,None,long,flags,long,flags,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,flags,flags,long,long,long,long,long,long,long,long,long,long,flags,None,float,float,float,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,long,float,float,float,long,long,long,flags,flags,flags,long,long,flags,long,long,long,float,None,None,long,long,long,long,long,str,None,None,None,None,None,None,None,flags,str,None,None,None,None,None,None,None,flags,str,None,None,None,None,None,None,None,flags,str,None,None,None,None,None,None,None,flags,long,long,long,long,long,flags,long,long,long,long,long,float,float,float,long,long,long
35389,0,0,0,0,0,0x1D0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,1,0,0,0,0x0,0,0x0,101,0,0,0,0,21,0,0,0,0,,1,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,6,6,1,1,1,1,1,1,0,0x0,,0,0,0,-11,-11,-11,0,0,0,1,1,1,0,0,0,0,0,0,108,108,108,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,19,1,0xB,0,0,0,0,,,0,0,1,0,0,"Inevitable Doom 2",,,,,,,,0x0,"Rank 1",,,,,,,,0x0,"Curse of Doom mod",,,,,,,,0x0,"",,,,,,,,0x0,0,0,0,0,5,0x0,0,0,0,0,-1,1,1,1,0,0,0
14279,3,0,0,4,0,0x10002,0x0,0x20000,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,18,0,0,0,0x0,0,0x0,101,0,0,46,46,8,0,250,0,0,,114,0x42200000,75,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0x4000C,0x0,6,0,0,1,0,0,1,0,0,0,0x0,,0,0,0,49,0,0,0,0,0,6,0,0,0,0,0,0,0,0,64,0,0,1000,0,0,1,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,0,0,0,,,3181,0,253,0,0,"Viper Sting",,,,,,,,0x3F007E,"Rank 2",,,,,,,,0x3F007E,"Stings the target, draining $o1 mana over $d.  Only one Sting per Hunter can be active on any one target.",,,,,,,,0x3F007E,"Drains $s1 mana every $t1 seconds.",,,,,,,,0x3F007E,0,133,1500,0,9,0x10000,0,0,3,2,-1,1,1,1,0,0,0
14280,3,0,0,4,0,0x10002,0x0,0x20000,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,18,0,0,0,0x0,0,0x0,101,0,0,56,56,8,0,300,0,0,,114,0x42200000,75,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0x4000C,0x0,6,0,0,1,0,0,1,0,0,0,0x0,,0,0,0,59,0,0,0,0,0,6,0,0,0,0,0,0,0,0,64,0,0,1000,0,0,1,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,0,0,0,,,3181,0,253,0,0,"Viper Sting",,,,,,,,0x3F007E,"Rank 3",,,,,,,,0x3F007E,"Stings the target, draining $o1 mana over $d.  Only one Sting per Hunter can be active on any one target.",,,,,,,,0x3F007E,"Drains $s1 mana every $t1 seconds.",,,,,,,,0x3F007E,0,133,1500,0,9,0x10000,0,0,3,2,-1,1,1,1,0,0,0
14281,6,2,0,0,0,0x10002,0x0,0x20000,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,18,0,6000,0,0x0,0,0x0,101,0,0,12,12,0,0,35,0,0,,114,0x42200000,75,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0x4000C,0x0,2,0,0,1,0,0,1,0,0,0,0x0,,0,0,0,31,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,0,0,0,,,3299,0,218,0,0,"Arcane Shot",,,,,,,,0x3F007E,"Rank 2",,,,,,,,0x3F007E,"An instant shot that causes $s1 Arcane damage.",,,,,,,,0x3F007E,"",,,,,,,,0x3F007C,0,133,1500,0,9,0x800,0,0,3,2,-1,1,1,1,0,0,0
14282,6,2,0,0,0,0x10002,0x0,0x20000,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,18,0,6000,0,0x0,0,0x0,101,0,0,20,20,0,0,50,0,0,,114,0x42200000,75,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0x4000C,0x0,2,0,0,1,0,0,1,0,0,0,0x0,,0,0,0,48,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,0,0,0,,,3299,0,218,0,0,"Arcane Shot",,,,,,,,0x3F007E,"Rank 3",,,,,,,,0x3F007E,"An instant shot that causes $s1 Arcane damage.",,,,,,,,0x3F007E,"",,,,,,,,0x3F007C,0,133,1500,0,9,0x800,0,0,3,2,-1,1,1,1,0,0,0
14283,6,2,0,0,0,0x10002,0x0,0x20000,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,18,0,6000,0,0x0,0,0x0,101,0,0,28,28,0,0,80,0,0,,114,0x42200000,75,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0x4000C,0x0,2,0,0,1,0,0,1,0,0,0,0x0,,0,0,0,87,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,0,0,0,,,3299,0,218,0,0,"Arcane Shot",,,,,,,,0x3F007E,"Rank 4",,,,,,,,0x3F007E,"An instant shot that causes $s1 Arcane damage.",,,,,,,,0x3F007E,"",,,,,,,,0x3F007C,0,133,1500,0,9,0x800,0,0,3,2,-1,1,1,1,0,0,0
14284,6,2,0,0,0,0x10002,0x0,0x20000,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,18,0,6000,0,0x0,0,0x0,101,0,0,36,36,0,0,105,0,0,,114,0x42200000,75,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0x4000C,0x0,2,0,0,1,0,0,1,0,0,0,0x0,,0,0,0,114,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,0,0,0,,,3299,0,218,0,0,"Arcane Shot",,,,,,,,0x3F007E,"Rank 5",,,,,,,,0x3F007E,"An instant shot that causes $s1 Arcane damage.",,,,,,,,0x3F007E,"",,,,,,,,0x3F007C,0,133,1500,0,9,0x800,0,0,3,2,-1,1,1,1,0,0,0
14285,6,2,0,0,0,0x10002,0x0,0x20000,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,18,0,6000,0,0x0,0,0x0,101,0,0,44,44,0,0,135,0,0,,114,0x42200000,75,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0x4000C,0x0,2,0,0,1,0,0,1,0,0,0,0x0,,0,0,0,171,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,0,0,0,,,3299,0,218,0,0,"Arcane Shot",,,,,,,,0x3F007E,"Rank 6",,,,,,,,0x3F007E,"An instant shot that causes $s1 Arcane damage.",,,,,,,,0x3F007E,"",,,,,,,,0x3F007C,0,133,1500,0,9,0x800,0,0,3,2,-1,1,1,1,0,0,0
14286,6,2,0,0,0,0x10002,0x0,0x20000,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,18,0,6000,0,0x0,0,0x0,101,0,0,52,52,0,0,160,0,0,,114,0x42200000,75,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0x4000C,0x0,2,0,0,1,0,0,1,0,0,0,0x0,,0,0,0,211,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,0,0,0,,,3299,0,218,0,0,"Arcane Shot",,,,,,,,0x3F007E,"Rank 7",,,,,,,,0x3F007E,"An instant shot that causes $s1 Arcane damage.",,,,,,,,0x3F007E,"",,,,,,,,0x3F007C,0,133,1500,0,9,0x800,0,0,3,2,-1,1,1,1,0,0,0
14287,6,2,0,0,0,0x10002,0x0,0x20000,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,18,0,6000,0,0x0,0,0x0,101,0,0,60,60,0,0,190,0,0,,114,0x42200000,75,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0x4000C,0x0,2,0,0,1,0,0,1,0,0,0,0x0,,0,0,0,274,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,0,0,0,,,3299,0,218,0,0,"Arcane Shot",,,,,,,,0x3F007E,"Rank 8",,,,,,,,0x3F007E,"An instant shot that causes $s1 Arcane damage.",,,,,,,,0x3F007E,"",,,,,,,,0x3F007C,0,133,1500,0,9,0x800,0,0,3,2,-1,1,1,1,0,0,0
14288,0,85,0,0,0,0x10012,0x0,0x20000,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,4,0,10000,15,0x0,0,0x0,101,0,0,30,30,0,0,140,0,0,,114,0x41F00000,75,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0x4000C,0x0,121,0,0,1,0,0,1,0,0,0,0x0,,0,0,0,39,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0x0,0x0,0x0,0,0,0x0,0,0,0,0,,,567,0,85,0,50,"Multi-Shot",,,,,,,,0x3F007E,"Rank 2",,,,,,,,0x3F007E,"Fires several missiles, hitting $x1 targets for an additional $s1 damage.",,,,,,,,0x3F007E,"",,,,,,,,0x3F007C,0,133,1500,0,9,0x1000,0,0,3,2,-1,1,1,1,0,0,0
14289,0,85,0,0,0,0x10012,0x0,0x20000,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,4,0,10000,15,0x0,0,0x0,101,0,0,42,42,0,0,175,0,0,,114,0x41F00000,75,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0x4000C,0x0,121,0,0,1,0,0,1,0,0,0,0x0,,0,0,0,79,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0x0,0x0,0x0,0,0,0x0,0,0,0,0,,,567,0,85,0,50,"Multi-Shot",,,,,,,,0x3F007E,"Rank 3",,,,,,,,0x3F007E,"Fires several missiles, hitting $x1 targets for an additional $s1 damage.",,,,,,,,0x3F007E,"",,,,,,,,0x3F007C,0,133,1500,0,9,0x1000,0,0,3,2,-1,1,1,1,0,0,0
14290,0,85,0,0,0,0x10012,0x0,0x20000,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,4,0,10000,15,0x0,0,0x0,101,0,0,54,54,0,0,210,0,0,,114,0x41F00000,75,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0x4000C,0x0,121,0,0,1,0,0,1,0,0,0,0x0,,0,0,0,119,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0x0,0x0,0x0,0,0,0x0,0,0,0,0,,,567,0,85,0,50,"Multi-Shot",,,,,,,,0x3F007E,"Rank 4",,,,,,,,0x3F007E,"Fires several missiles, hitting $x1 targets for an additional $s1 damage.",,,,,,,,0x3F007E,"",,,,,,,,0x3F007C,0,133,1500,0,9,0x1000,0,0,3,2,-1,1,1,1,0,0,0
14291,0,0,0,0,0,0x100,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,1,0,0,0,0x0,0,0x0,101,0,0,0,0,0,0,0,0,0,,36,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,3,0,0,0,0,0,0,0,0,0,0x0,,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,0,0,0,,,0,0,1,0,0,"Anubisath Guardian Targeted",,,,,,,,0x3F007E,"",,,,,,,,0x3F007C,"Cast a single target spell",,,,,,,,0x3F007E,"",,,,,,,,0x3F007C,0,0,0,0,0,0x0,0,0,0,0,0,1,0,0,0,0,0
14292,0,0,0,0,0,0x0,0x0,0x4,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,4,0,0,31,0x0,0,0x0,101,0,0,0,0,0,0,0,0,0,,6,0x41A00000,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,3,61,0,1,0,0,1,0,0,0,0x0,,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,3719,0x0,0,0,0,0,,,3283,0,136,0,0,"Fling Torch",,,,,,,,0x3F007E,"",,,,,,,,0x3F007C,"",,,,,,,,0x3F007C,"",,,,,,,,0x3F007C,0,0,0,0,0,0x0,0,0,0,0,-1,1,1,0,0,0,0
14293,0,0,3,0,0,0x10000,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,7,0,0,15,0x0,0,0x0,101,0,0,0,0,0,0,0,0,0,,1,0x0,0,0x0,6218,0,4470,10938,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,0x0,0x0,24,0,0,1,0,0,1,0,0,0,0x0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x2C17,0x0,0x0,0,0,0x0,0,0,0,0,,,3182,0,1622,0,0,"Lesser Magic Wand",,,,,,,,0x3F007E,"",,,,,,,,0x7F007C,"Creates a lesser magic wand.",,,,,,,,0x3F007E,"",,,,,,,,0x3F007C,0,0,0,0,0,0x0,0,0,0,0,-1,1,1,1,0,0,0
14294,6,49,0,0,0,0x10002,0x10000004,0x420000,0x0,0x0,0x0,0x0,0x40,0x0,0,0,0,1,0,10000,9,0x0,31756,0x0,101,0,0,50,50,1,0,420,0,0,,114,0x41F00000,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0x4000C,0x0,27,0,0,1,0,0,1,0,0,0,0x0,,0,0,0,79,0,0,0,0,0,28,0,0,0,0,0,13,0,0,3,0,0,1000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,0,0,0,,,3300,0,126,0,0,"Volley",,,,,,,,0x3F007E,"Rank 2",,,,,,,,0x3F007E,"Continuously fires a volley of ammo at the target area, causing $s1 Arcane damage to enemy targets within $a1 yards every second for $d.",,,,,,,,0x3F007E,"",,,,,,,,0x3F007C,0,133,1500,0,9,0x2000,0,0,3,2,-1,1,1,1,0,0,0
14295,6,49,0,0,0,0x10002,0x10000004,0x420000,0x0,0x0,0x0,0x0,0x40,0x0,0,0,0,1,0,10000,9,0x0,31756,0x0,101,0,0,58,58,1,0,490,0,0,,114,0x41F00000,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0x4000C,0x0,27,0,0,1,0,0,1,0,0,0,0x0,,0,0,0,99,0,0,0,0,0,28,0,0,0,0,0,13,0,0,3,0,0,1000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,0,0,0,,,3300,0,126,0,0,"Volley",,,,,,,,0x3F007E,"Rank 3",,,,,,,,0x3F007E,"Continuously fires a volley of ammo at the target area, causing $s1 Arcane damage to enemy targets within $a1 yards every second for $d.",,,,,,,,0x3F007E,"",,,,,,,,0x3F007C,0,133,1500,0,9,0x2000,0,0,3,2,-1,1,1,1,0,0,0
14296,5,0,0,0,0,0x10002,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,1,0,0,1,0x0,0,0x0,101,0,0,60,60,9,0,0,0,0,,114,0x42200000,75,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0x4000C,0x0,6,6,6,1,1,1,1,1,1,0,0x0,,0,0,0,-71,9,9,0,0,0,6,6,6,0,0,0,0,0,0,33,3,64,0,2000,2000,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,0,0,0,,,3222,0,127,0,0,"Black Arrow",,,,,,,,0x3F007E,"Rank 2",,,,,,,,0x3F007E,"Fires a Black Arrow into the target, slowing the target's movement speed by $s1%, causing $o2 Shadow damage and draining $o3 mana over $d.",,,,,,,,0x3F007E,"Movement speed reduced by $s1%.  Causes $s2 Shadow damage every $t2 seconds.  Drains $s3 mana every $t3 seconds.",,,,,,,,0x3F007E,0,133,1500,0,0,0x0,0,0,3,2,-1,1,1,1,0,0,0
14297,5,0,0,0,0,0x90000,0x88,0x4,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,1,0,0,0,0x0,0,0x0,101,0,0,20,20,0,0,0,0,0,,36,0x41A00000,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,2,0,0,151,0,0,1,0,0,0,0x0,,0,0,0,424,0,0,0,0,0,22,0,0,15,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,0,0,0,,,2318,0,213,0,0,"Shadow Storm",,,,,,,,0x3F007E,"",,,,,,,,0x3F007C,"Throws shadowbolts at any enemies between 25 and 45 feet",,,,,,,,0x3F007E,"",,,,,,,,0x3F007C,0,133,0,0,0,0x0,0,0,1,1,0,1,0,0,0,0,0
14298,2,0,0,1,0,0x0,0x488,0x0,0x20240,0x0,0x0,0x0,0x0,0x0,0,0,0,1,0,0,0,0x0,0,0x0,101,0,32,26,26,86,0,0,0,0,,7,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,0,0,1,0,0,1,0,0,0,0x0,,0,0,0,42,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,3000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,0,0,0,,,46,0,678,0,0,"Immolation Trap Effect",,,,,,,,0x3F007E,"Rank 2",,,,,,,,0x3F007E,"",,,,,,,,0x7F007C,"$s1 Fire damage every $t1 seconds.",,,,,,,,0x3F007E,0,0,0,0,9,0x4,0,0,1,1,-1,1,1,1,0,0,0
14299,2,0,0,1,0,0x0,0x488,0x0,0x20240,0x0,0x0,0x0,0x0,0x0,0,0,0,1,0,0,0,0x0,0,0x0,101,0,42,36,36,86,0,0,0,0,,7,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,0,0,1,0,0,1,0,0,0,0x0,,0,0,0,67,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,3000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,0,0,0,,,46,0,678,0,0,"Immolation Trap Effect",,,,,,,,0x3F007E,"Rank 3",,,,,,,,0x3F007E,"",,,,,,,,0x7F007C,"$s1 Fire damage every $t1 seconds.",,,,,,,,0x3F007E,0,0,0,0,9,0x4,0,0,1,1,-1,1,1,1,0,0,0
14300,2,0,0,1,0,0x0,0x488,0x0,0x20240,0x0,0x0,0x0,0x0,0x0,0,0,0,1,0,0,0,0x0,0,0x0,101,0,52,46,46,86,0,0,0,0,,7,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,0,0,1,0,0,1,0,0,0,0x0,,0,0,0,101,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,3000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,0,0,0,,,46,0,678,0,0,"Immolation Trap Effect",,,,,,,,0x3F007E,"Rank 4",,,,,,,,0x3F007E,"",,,,,,,,0x7F007C,"$s1 Fire damage every $t1 seconds.",,,,,,,,0x3F007E,0,0,0,0,9,0x4,0,0,1,1,-1,1,1,1,0,0,0
14301,2,0,0,1,0,0x0,0x488,0x0,0x20240,0x0,0x0,0x0,0x0,0x0,0,0,0,1,0,0,0,0x0,0,0x0,101,0,62,56,56,86,0,0,0,0,,7,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,0,0,1,0,0,1,0,0,0,0x0,,0,0,0,137,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,3000,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,0,0,0,,,46,0,678,0,0,"Immolation Trap Effect",,,,,,,,0x3F007E,"Rank 5",,,,,,,,0x3F007E,"",,,,,,,,0x7F007C,"$s1 Fire damage every $t1 seconds.",,,,,,,,0x3F007E,0,0,0,0,9,0x4,0,0,1,1,-1,1,1,1,0,0,0
14302,2,411,0,0,0,0x10010000,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,1,0,15000,1,0x0,0,0x0,101,0,32,26,26,3,0,90,0,0,,1,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0xFFFFFFFF,0x0,104,0,0,0,0,0,0,0,0,0,0x0,,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,164872,0,0x0,0,0,0,0,,,3302,0,678,0,0,"Immolation Trap",,,,,,,,0x3F007E,"Rank 2",,,,,,,,0x3F007E,"Place a fire trap that will burn the first enemy to approach for $14298o1 Fire damage over $14298d.  Trap will exist for $d.  Traps can only be placed when out of combat.  Only one trap can be active at a time.",,,,,,,,0x3F007E,"",,,,,,,,0x3F007C,0,133,1500,0,9,0x80,0,0,0,1,-1,1,1,1,0,0,0
14303,2,411,0,0,0,0x10010000,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,1,0,15000,1,0x0,0,0x0,101,0,42,36,36,3,0,135,0,0,,1,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0xFFFFFFFF,0x0,104,0,0,0,0,0,0,0,0,0,0x0,,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,164873,0,0x0,0,0,0,0,,,3302,0,678,0,0,"Immolation Trap",,,,,,,,0x3F007E,"Rank 3",,,,,,,,0x3F007E,"Place a fire trap that will burn the first enemy to approach for $14299o1 Fire damage over $14299d.  Trap will exist for $d.  Traps can only be placed when out of combat.  Only one trap can be active at a time.",,,,,,,,0x3F007E,"",,,,,,,,0x3F007C,0,133,1500,0,9,0x80,0,0,0,1,-1,1,1,1,0,0,0
14304,2,411,0,0,0,0x10010000,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,1,0,15000,1,0x0,0,0x0,101,0,52,46,46,3,0,190,0,0,,1,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0xFFFFFFFF,0x0,104,0,0,0,0,0,0,0,0,0,0x0,,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,164874,0,0x0,0,0,0,0,,,3302,0,678,0,0,"Immolation Trap",,,,,,,,0x3F007E,"Rank 4",,,,,,,,0x3F007E,"Place a fire trap that will burn the first enemy to approach for $14300o1 Fire damage over $14300d.  Trap will exist for $d.  Traps can only be placed when out of combat.  Only one trap can be active at a time.",,,,,,,,0x3F007E,"",,,,,,,,0x3F007C,0,133,1500,0,9,0x80,0,0,0,1,-1,1,1,1,0,0,0
14305,2,411,0,0,0,0x10010000,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,1,0,15000,1,0x0,0,0x0,101,0,62,56,56,3,0,245,0,0,,1,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0xFFFFFFFF,0x0,104,0,0,0,0,0,0,0,0,0,0x0,,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,164875,0,0x0,0,0,0,0,,,3302,0,678,0,0,"Immolation Trap",,,,,,,,0x3F007E,"Rank 5",,,,,,,,0x3F007E,"Place a fire trap that will burn the first enemy to approach for $14301o1 Fire damage over $14301d.  Trap will exist for $d.  Traps can only be placed when out of combat.  Only one trap can be active at a time.",,,,,,,,0x3F007E,"",,,,,,,,0x3F007C,0,133,1500,0,9,0x80,0,0,0,1,-1,1,1,1,0,0,0
14307,0,0,0,0,0,0x100,0x0,0x0,0x10000000,0x0,0x0,0x0,0x0,0x0,0,0,0,1,0,0,0,0x0,0,0x0,101,0,0,1,1,5,0,0,0,0,,1,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,42,0,0,1,0,0,1,0,0,0,0x0,,0,0,0,1,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,99999984306749E16,0,0,0,0,0,0x0,0x0,0x0,9297,0,0x0,0,0,0,0,,,0,0,1,0,0,"Summon Enraged Wyvern",,,,,,,,0x3F007E,"",,,,,,,,0x3F007C,"",,,,,,,,0x3F007C,"",,,,,,,,0x3F007C,0,0,0,0,0,0x0,0,0,0,0,-1,1,1,1,0,0,0
14308,4,0,0,1,13,0x40000000,0x400,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,1,0,0,0,0x2,0,0x0,101,0,0,40,40,8,0,0,0,0,,7,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,6,6,1,1,1,1,1,1,0,0x0,,0,0,0,-1,0,0,0,0,0,6,6,6,0,0,0,0,0,0,12,187,188,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,0,0,0,,,4499,0,180,0,0,"Freezing Trap Effect",,,,,,,,0x3F007E,"Rank 2",,,,,,,,0x3F007E,"",,,,,,,,0x7F007C,"Frozen.",,,,,,,,0x3F007E,0,0,0,0,9,0x8,0,0,1,1,-1,1,1,1,0,0,0
14309,4,0,0,1,13,0x40000000,0x400,0x0,0x0,0x0,0x0,0x0,0x0,0x0,0,0,0,1,0,0,0,0x2,0,0x0,101,0,0,60,60,18,0,0,0,0,,7,0x0,0,0x0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0x0,0x0,6,6,6,1,1,1,1,1,1,0,0x0,,0,0,0,-1,0,0,0,0,0,6,6,6,0,0,0,0,0,0,12,187,188,0,0,0,0,0,0,0,0,0,0x0,0x0,0x0,0,0,0x0,0,0,0,0,,,4499,0,180,0,0,"Freezing Trap Effect",,,,,,,,0x3F007E,"Rank 3",,,,,,,,0x3F007E,"",,,,,,,,0x7F007C,"Frozen.",,,,,,,,0x3F007E,0,0,0,0,9,0x8,0,0,1,1,-1,1,1,1,0,0,0
